"Item","Plat","Status"
Meso D2 Radiant,23,Offline
Meso N1 Exceptional,-1,Unlisted
Neo V7 Flawless,-1,Unlisted
Supra Vandal,39,Online
Glacial Edge,5,Online
Meso N1 Flawless,-1,Unlisted
Winds of Purity,11,Online
Limbo Prime Blueprint,1,Online
Concentrated Arrow,14,Online
Ash Prime Set,74,Online
Limbo Prime Neuroptics,11,Online
Meso N1 Radiant,22,Offline
Energy Transfer,12,Online
Neo O1 Radiant,5,Buying
Neo N8 Flawless,-1,Unlisted
Retribution,2,Online
Braton Vandal Barrel,4,Online
Neo N8 Radiant,3,Offline
Ravage,1,Online
Neo V7 Radiant,14,Offline
Axi L2 Radiant,13,Offline
Meso D2 Intact,7,Online
Neo N1 Flawless,-1,Unlisted
Destreza Prime Blueprint,2,Online
Neo N1 Radiant,59,Offline
Organ Shatter,2,Online
Axi K3 Radiant,-1,Unlisted
Axi O3 Flawless,-1,Unlisted
Neo N2 Intact,19,Online
Limbo Prime Systems,0,Online
Neo N8 Exceptional,0,Offline
Axi S3 Exceptional,2,Buying
Meso N6 Intact,7,Offline
Smeeta Kavat Imprint,38,Online
Chroma Prime Blueprint,3,Online
Gram Prime Handle,11,Online
Gram Prime Blade,3,Online
Meso R1 Exceptional,-1,Unlisted
Axi C3 Flawless,-1,Unlisted
Neo G1 Flawless,-1,Unlisted
Meso S7 Flawless,-1,Unlisted
Voltaic Strike,78,Online
Meso S8 Radiant,-1,Unlisted
Neo N2 Exceptional,-1,Unlisted
Limbo Prime Chassis,32,Online
Axi O4 Flawless,-1,Unlisted
Neo N2 Flawless,-1,Unlisted
Meso T3 Radiant,4,Offline
Axi A4 Flawless,-1,Unlisted
Neo H2 Radiant,-1,Unlisted
Lith O1 Flawless,-1,Unlisted
Axi V8 Radiant,4,Buying
Proof Fragment,2,Online
Axi K4 Intact,4,Offline
Axi K4 Radiant,2,Buying
Empowered Quiver,14,Online
Neo N2 Radiant,29,Offline
Meso D3 Flawless,-1,Unlisted
Lith T2 Exceptional,-1,Unlisted
Primed Reach,54,Online
Axi O1 Intact,9,Offline
Lith Z2 Intact,1,Offline
Neo A2 Flawless,-1,Unlisted
Axi A4 Exceptional,-1,Unlisted
Neo A2 Intact,0,Offline
Neo A2 Exceptional,-1,Unlisted
Neo O1 Exceptional,-1,Unlisted
Meso D3 Intact,5,Online
Lith Z2 Flawless,-1,Unlisted
Axi A4 Intact,5,Online
Axi K4 Flawless,-1,Unlisted
Lith P1 Exceptional,5,Offline
Insatiable,13,Online
Lith T2 Flawless,-1,Unlisted
Warding Thurible,12,Online
Lith T2 Radiant,13,Offline
Neo R1 Radiant,11,Offline
Meso N6 Exceptional,2,Buying
Neo R1 Exceptional,4,Buying
Neo S1 Intact,49,Online
Vigorous Swap,7,Online
Neo S1 Exceptional,-1,Unlisted
Axi S3 Radiant,7,Offline
Anemic Agility,6,Online
Rolling Guard,7,Online
Neo S1 Flawless,-1,Unlisted
Adaptation,19,Online
Neo N8 Intact,1,Offline
Muzzle Flash,9,Online
Sharpshooter,3,Online
Power Donation,18,Online
Neo S1 Radiant,3,Buying
Neo R1 Intact,9,Online
Cautious Shot,18,Online
Meso N6 Flawless,2,Buying
Counter Pulse,4,Offline
Neo S2 Intact,4,Offline
Meso N6 Radiant,14,Offline
Neo S2 Exceptional,-1,Unlisted
Neo R1 Flawless,39,Offline
Lith V5 Intact,2,Offline
Lith V5 Flawless,-1,Unlisted
Surging Dash,13,Online
Lith V5 Exceptional,4,Offline
Neo S2 Flawless,-1,Unlisted
Lith V5 Radiant,9,Offline
Chamber Of The Lotus Scene,24,Offline
Magnificent Kriller,2,Online
Prisma Twin Gremlins,49,Online
Mending Splinters,9,Online
Seeking Shuriken,13,Online
Conductor,17,Online
Axi N1 Flawless,-1,Unlisted
Despoil,9,Online
Enveloping Cloud,14,Online
Jet Stream,10,Online
Corvas Barrel,11,Online
No Current Leap,4,Offline
Basic Mirewinder,0,Offline
Celestial Nightfall,1,Offline
Shocking Speed,14,Online
Accumulating Whipclaw,9,Online
Twin Vipers Wraith Barrels,5,Online
Primed Charged Shell,44,Online
Magnificent Charamote,2,Online
Heart Noctrul,0,Online
Marquise Thyst,1,Online
Arcane Avenger,4,Online
Nekros Prime Set,179,Online
Arcane Phantasm,1,Online
Nekros Prime Systems,57,Online
Chroma Prime Systems,17,Online
Last Herald,1,Offline
Arcane Rage,3,Online
Chroma Prime Chassis,2,Online
Basic Tink,2,Online
Galatine Prime Set,37,Online
Chroma Prime Neuroptics,13,Online
Sacrificial Pressure,74,Offline
Photon Repeater,11,Online
Sahasa Kubrow Imprint,9,Online
Huras Kubrow Imprint,7,Online
Goblite Tears,0,Online
Nitro Boost,14,Online
Extreme Velocity,19,Online
Pax Charge,5,Online
Mesa Prime Set,49,Online
Mesa Prime Systems,17,Online
Mesa Prime Chassis,3,Online
Akjagara Prime Barrel,8,Online
Akjagara Prime Blueprint,0,Online
Redeemer Prime Set,34,Online
Magus Revert,12,Online
Charged Bullets,49,Online
Strain Infection,19,Online
Lith B6 Intact,1,Online
Neo S9 Exceptional,-1,Unlisted
Axi L3 Intact,5,Online
Quick Escape,19,Online
Hypothermic Shell,24,Online
Axi R2 Intact,6,Online
Axi H4 Flawless,-1,Unlisted
Neo Z2 Intact,1,Online
Galatine Prime Handle,4,Online
Cold Arrival,23,Online
Axi C4 Radiant,12,Offline
Meso M2 Flawless,-1,Unlisted
Vexing Retaliation,9,Online
Magus Lockdown,9,Online
Chesa Kubrow Imprint,8,Online
Synoid Simulor,34,Online
Lith M3 Radiant,9,Offline
Magus Accelerant,13,Online
Rakta Cernos,24,Online
Sabot Rounds,82,Online
Rubico Prime Receiver,2,Online
Galatine Prime Blade,3,Online
Neo Z2 Radiant,-1,Unlisted
Gram Prime Set,18,Online
Sancti Tigris,29,Online
Rubico Prime Stock,2,Online
Rubico Prime Blueprint,18,Online
Galatine Prime Blueprint,37,Online
Lith O1 Exceptional,6,Offline
Trinity Prime Chassis,19,Online
Meso T3 Flawless,-1,Unlisted
Axi C3 Exceptional,-1,Unlisted
Nekros Prime Blueprint,69,Online
Axi O4 Exceptional,-1,Unlisted
Pop Top,14,Online
Trinity Prime Systems,9,Online
Meso A1 Exceptional,-1,Unlisted
Pistol Amp,4,Online
Lith M3 Flawless,-1,Unlisted
Lith O1 Intact,9,Online
Lith M3 Exceptional,-1,Unlisted
Lith B5 Intact,1,Offline
Growing Power,48,Online
Meso Z2 Radiant,9,Offline
Meso T3 Intact,1,Online
Meso M2 Radiant,9,Offline
Dual Kamas Prime Blade,98,Online
Neo G1 Intact,3,Online
Shotgun Amp,4,Online
Magus Anomaly,139,Online
Neo G1 Radiant,33,Offline
Axi C4 Exceptional,-1,Unlisted
Dual Kamas Prime Handle,9,Online
Meso S8 Intact,1,Offline
Virtuos Surge,7,Online
Meso R1 Intact,9,Online
Marked Target,30,Online
Empowered Blades,48,Online
Lith C3 Intact,9,Online
Kavasa Prime Collar Buckle,29,Online
Axi C3 Intact,3,Offline
Meso Z2 Flawless,-1,Unlisted
Lith B5 Radiant,3,Offline
Neo H2 Flawless,-1,Unlisted
Strain Eruption,39,Online
Stand United,4,Online
Meso S8 Exceptional,-1,Unlisted
Meso R1 Radiant,14,Online
Kavasa Prime Collar Band,6,Online
Axi C4 Intact,8,Offline
Lith B5 Flawless,-1,Unlisted
Axi H4 Exceptional,-1,Unlisted
Meso R1 Flawless,-1,Unlisted
Lith O1 Radiant,3,Offline
Neo K2 Intact,1,Offline
Axi O4 Radiant,14,Online
Meso B2 Exceptional,-1,Unlisted
Lith Z2 Exceptional,-1,Unlisted
Neo A2 Radiant,24,Offline
Meso D3 Radiant,9,Offline
Kuva Throne Scene,78,Online
Sanctuary Conduit Scene,49,Online
Venom Teeth,8,Online
Basic Synathid,1,Online
Rising Steel,1,Offline
Piercing Fury,1,Offline
Magnificent Synathid,2,Online
Star Amarast,0,Online
Venerdo Hoverdrive,14,Online
Trail Blazer,14,Online
Scan Matter,17,Offline
Kinetic Friction,14,Online
Scan Lifeforms,-1,Unlisted
Air Time,14,Online
Rail Guards,14,Online
Assault Mode,1,Online
Mag Locks,14,Online
Inertia Dampeners,14,Online
Akvasto Prime Set,98,Online
Meso P1 Flawless,-1,Unlisted
Orokin Tower Extraction Scene,49,Offline
Deadly Efficiency,14,Online
Meso A1 Radiant,-1,Unlisted
Virtuos Forge,19,Online
Akvasto Prime Blueprint,54,Online
Akvasto Prime Link,13,Online
Contamination Casing,34,Online
Onkko's Command Post Scene,19,Online
Meso B3 Radiant,22,Offline
Lith C4 Radiant,2,Offline
Axi A5 Exceptional,-1,Unlisted
Lith C4 Exceptional,-1,Unlisted
Neo N9 Flawless,-1,Unlisted
Neo M2 Intact,1,Online
Meso B3 Intact,13,Online
Meso B3 Exceptional,-1,Unlisted
Poppin' Vert,14,Online
Lith M2 Radiant,14,Online
Axi S4 Intact,9,Online
Magus Repair,9,Online
Lith B6 Radiant,4,Offline
Meso A1 Intact,1,Offline
Magus Glitch,118,Online
Axi H4 Radiant,18,Online
Axi C4 Flawless,-1,Unlisted
Magus Drive,124,Online
Perfect Balance,14,Online
Axi H4 Intact,7,Offline
Axi A5 Flawless,-1,Unlisted
Meso M2 Exceptional,-1,Unlisted
Lith K2 Intact,0,Offline
Meso M2 Intact,2,Offline
Strain Consume,9,Online
Lith K2 Exceptional,-1,Unlisted
Neo Z2 Flawless,-1,Unlisted
Axi R2 Exceptional,-1,Unlisted
Axi A5 Radiant,59,Online
Zaw Riven Mod (Veiled),9,Online
Venari Bodyguard,14,Online
Axi S4 Radiant,11,Offline
Neo N9 Exceptional,-1,Unlisted
Axi N6 Exceptional,99,Offline
Lith M2 Flawless,-1,Unlisted
Wolf Sledge Blueprint,24,Online
Neo N9 Radiant,14,Offline
Neo S10 Exceptional,-1,Unlisted
Axi A5 Intact,6,Offline
Axi S4 Flawless,-1,Unlisted
Neo S10 Intact,4,Offline
Lith M2 Exceptional,14,Offline
Axi S4 Exceptional,-1,Unlisted
Neo S10 Flawless,-1,Unlisted
Lith M2 Intact,14,Online
Neo N9 Intact,24,Online
Neo S10 Radiant,9,Online
Pax Seeker,5,Online
Mesa Prime Blueprint,2,Online
Equinox Prime Neuroptics,6,Online
Redeemer Prime Blueprint,3,Online
Meso Z2 Exceptional,-1,Unlisted
Neo S11 Exceptional,-1,Unlisted
Neo M2 Exceptional,-1,Unlisted
Quick Reload,9,Offline
Neo N10 Intact,1,Offline
Neo C1 Exceptional,-1,Unlisted
Axi K5 Radiant,13,Offline
Axi T2 Exceptional,-1,Unlisted
Neo C1 Radiant,9,Offline
Virtuos Trojan,14,Online
Neo S11 Intact,4,Online
Lith B6 Exceptional,-1,Unlisted
Lith M4 Exceptional,19,Offline
Lith B6 Flawless,-1,Unlisted
Axi K5 Flawless,-1,Unlisted
Lith M3 Intact,0,Offline
Neo Z2 Exceptional,-1,Unlisted
Lith C4 Flawless,-1,Unlisted
Lith C4 Intact,2,Online
Strain Fever,12,Online
Magus Overload,13,Online
Lith P2 Intact,1,Offline
Neo S9 Radiant,3,Offline
Neo N10 Exceptional,-1,Unlisted
Meso E2 Flawless,-1,Unlisted
Neo S9 Intact,1,Offline
Meso Z3 Intact,1,Online
Neo C1 Flawless,-1,Unlisted
Neo S9 Flawless,-1,Unlisted
Lith A3 Intact,0,Offline
Arch-Gun Ace,6,Online
Neo S11 Radiant,49,Offline
Meso P1 Radiant,9,Offline
Mad Stack,14,Online
Lith M4 Radiant,2,Offline
Meso A1 Flawless,-1,Unlisted
Blinding Reave,9,Online
Virtuos Spike,9,Online
Dread Ward,9,Online
Axi R2 Flawless,-1,Unlisted
Teeming Virulence,11,Online
Lith K2 Radiant,1,Offline
Lith O2 Radiant,23,Online
Axi L3 Flawless,-1,Unlisted
Neo V8 Flawless,-1,Unlisted
Axi L3 Exceptional,-1,Unlisted
Axi L4 Flawless,31,Buying
Fortuna Scene,29,Online
Axi L4 Intact,54,Offline
Molecular Fission,13,Online
Meso O3 Exceptional,6,Buying
Wolf Sledge Motor,28,Online
Neo V8 Radiant,14,Online
Wild Frenzy,13,Online
Lith O2 Exceptional,19,Offline
Prisma Grinlok,49,Online
Napalm Grenades,8,Online
Tipedo Prime Handle,19,Online
Stradavar Prime Set,19,Online
Tipedo Prime Ornament,7,Online
Tipedo Prime Blueprint,4,Online
Equinox Prime Chassis,1,Online
Stradavar Prime Receiver,4,Online
Equinox Prime Blueprint,9,Online
Stradavar Prime Blueprint,11,Online
Lith M4 Flawless,-1,Unlisted
Meso M3 Exceptional,-1,Unlisted
Neo N10 Radiant,-1,Unlisted
Lith P2 Radiant,9,Offline
Axi T2 Intact,4,Online
Axi T2 Flawless,-1,Unlisted
Neo N10 Flawless,-1,Unlisted
Meso Z3 Flawless,-1,Unlisted
Meso M3 Flawless,10,Offline
Meso Z3 Exceptional,-1,Unlisted
Lith M4 Intact,0,Offline
Axi T2 Radiant,-1,Unlisted
Axi K5 Intact,3,Offline
Neo C1 Intact,1,Online
Neo S11 Flawless,-1,Unlisted
Meso M3 Intact,4,Offline
Meso E2 Radiant,19,Online
Lith A3 Radiant,9,Online
Meso E2 Intact,3,Online
Axi L4 Exceptional,31,Buying
Lith P2 Exceptional,-1,Unlisted
Lith A3 Exceptional,-1,Unlisted
Lith A3 Flawless,-1,Unlisted
Meso M3 Radiant,14,Offline
Meso Z3 Radiant,4,Online
Primed Animal Instinct,39,Online
Pilfering Strangledome,9,Online
Lith O2 Flawless,-1,Unlisted
Neo V8 Exceptional,-1,Unlisted
Proton Pulse,1,Online
Gas City Lifts Scene,4,Online
Axi M1 Intact,3,Offline
Meso N7 Flawless,-1,Unlisted
Axi P1 Radiant,-1,Unlisted
Meso K2 Radiant,9,Offline
Axi G2 Radiant,7,Offline
Dog Days Scene,298,Online
Meso O3 Intact,4,Offline
Primed Pack Leader,69,Online
Anti-Grav Grenade,5,Buying
Whiplash Mine,79,Offline
Odomedic,18,Online
Proton Jet,1,Online
Security Override,19,Offline
Rift Haven,99,Online
Shockwave Actuators,9,Offline
Meso K2 Exceptional,-1,Unlisted
Neo R2 Exceptional,1,Offline
Neo S12 Exceptional,-1,Unlisted
Axi M1 Flawless,-1,Unlisted
Lith W1 Exceptional,99998,Offline
Gas City Elemental Distribution Scene,4,Online
Neo S12 Radiant,-1,Unlisted
Neo R2 Intact,1,Online
Neo Z3 Intact,1,Online
Brief Respite,2,Online
Arcane Nullifier,2,Online
Axi L5 Radiant,19,Offline
Assimilate,18,Online
Axi L5 Flawless,-1,Unlisted
Machete Wraith,67,Online
Safeguard,13,Online
Prova Vandal,54,Online
Path of Statues,13,Online
Contagion Cloud,9,Online
Axi G1 Intact,14,Online
Axi G1 Flawless,-1,Unlisted
Axi G1 Radiant,19,Offline
Glaive Prime Set,74,Online
Orthos Prime Set,7,Online
Reaper Prime Set,73,Online
Rhino Prime Set,134,Online
Hysterical Assault,15,Online
Scindo Prime Set,29,Online
Immolated Radiance,12,Online
Sicarus Prime Set,48,Online
Adept Surge,4,Offline
Telos Boltace,24,Online
Vauban Prime Blueprint,9,Online
Synoid Heliocor,39,Online
Akstiletto Prime Set,59,Online
Imperator Vandal Receiver,58,Online
Secura Lecta,28,Online
Amesha Systems,29,Offline
Lith F1 Radiant,54,Offline
Amesha Wings,29,Offline
Neo V1 Flawless,-1,Unlisted
Amesha Harness,29,Offline
Neo V1 Radiant,24,Offline
Amesha Set,124,Online
Axi A1 Intact,14,Online
Axi A1 Exceptional,29,Offline
Elytron Systems,24,Online
Axi A1 Flawless,9,Offline
Elytron Wings,24,Offline
Axi N2 Intact,7,Offline
Elytron Harness,18,Offline
Axi S1 Radiant,14,Offline
Elytron Set,68,Online
Itzal Systems,19,Offline
Axi V1 Intact,44,Online
Itzal Wings,19,Offline
Axi V1 Exceptional,-1,Unlisted
Itzal Harness,13,Online
Axi V1 Flawless,5,Buying
Itzal Set,39,Offline
Axi V1 Radiant,49,Online
Sah Ayatan Sculpture,2,Online
Axi V2 Intact,24,Online
Axi V2 Exceptional,29,Offline
Vaya Ayatan Sculpture,4,Online
Axi V2 Flawless,-1,Unlisted
Steel Meridian Augment Mod,9,Online
Axi V2 Radiant,5,Buying
The Perrin Sequence Augment Mod,13,Online
Neo S3 Intact,1,Offline
Red Veil Augment Mod,9,Online
Neo S3 Exceptional,-1,Unlisted
New Loka Augment Mod,13,Online
Neo S3 Flawless,-1,Unlisted
Neo S3 Radiant,3,Buying
Arbiters of Hexis Augment Mod,13,Online
Charm,1,Online
Shadow Harvest,1,Offline
Mischief,1,Online
Cunning Aspect,1,Offline
Cat's Eye,1,Online
Argent Scourge,1,Offline
Reflect,1,Online
Rending Wind,1,Offline
Corvas Receiver,7,Online
Noble Cadence,1,Offline
Thermagnetic Shells,0,Online
Corvas Stock,6,Online
Kinetic Ricochet,0,Online
Tigris Prime Set,49,Online
Medi-Pet Kit,0,Online
Tigris Prime Barrel,4,Online
Shield Charger,0,Online
Rakta Dark Dagger,24,Online
Static Discharge,0,Online
Axi N3 Radiant,11,Online
Pain Threshold,0,Online
Chilling Reload,1,Online
Streamlined Form,1,Online
Drifting Contact,4,Online
Valkyr Prime Chassis,29,Online
Primed Cryo Rounds,54,Online
Valkyr Prime Systems,13,Online
Cyngas Set,78,Online
Broken War Set,229,Online
Venka Prime Gauntlet,39,Online
Kaszas Set,33,Online
Meso S3 Radiant,44,Offline
Velocitus Set,53,Online
Meso V3 Radiant,24,Offline
Fluctus Set,43,Online
Dual Decurion Set,58,Online
Axi V4 Radiant,34,Offline
Phaedra Set,59,Online
Neo A1 Radiant,34,Offline
Centaur Set,44,Offline
Axi C1 Exceptional,-1,Unlisted
Neo N4 Radiant,19,Offline
Onorix Set,19,Offline
Neo V4 Radiant,44,Offline
Agkuza Set,59,Online
Healing Return,6,Online
Corvas Set,49,Online
Reinforcing Stomp,9,Online
Rathbone Set,44,Online
Relentless Combination,2,Online
Cernos Prime Blueprint,3,Online
Axi E1 Radiant,28,Online
Cernos Prime Lower Limb,31,Online
Neo S5 Radiant,14,Offline
Cernos Prime Upper Limb,4,Online
Meso F2 Radiant,14,Offline
Cernos Prime Grip,4,Online
Axi V4 Intact,21,Online
Cernos Prime String,4,Online
Lith C1 Radiant,-1,Unlisted
Cernos Prime Set,33,Online
Lith S4 Intact,2,Offline
Valkyr Prime Blueprint,2,Online
Neo S6 Radiant,-1,Unlisted
Neo V3 Exceptional,-1,Unlisted
Valkyr Prime Set,68,Online
Neo V5 Radiant,4,Offline
Venka Prime Blades,2,Online
Meso V3 Exceptional,-1,Unlisted
Axi V4 Exceptional,-1,Unlisted
Meso C2 Radiant,-1,Unlisted
Axi C1 Radiant,49,Offline
Neo N4 Exceptional,-1,Unlisted
Neo V4 Exceptional,-1,Unlisted
Axi V5 Exceptional,-1,Unlisted
Axi V5 Radiant,24,Offline
Condition Overload,43,Online
Corroding Barrage,9,Offline
Neo V5 Exceptional,-1,Unlisted
Dispatch Overdrive,1,Online
Enduring Affliction,2,Online
Meso S4 Exceptional,-1,Unlisted
Meso S5 Flawless,-1,Unlisted
Axi H2 Radiant,24,Offline
Meso C2 Flawless,-1,Unlisted
Meso N3 Flawless,-1,Unlisted
Lith S4 Radiant,-1,Unlisted
Lith A2 Intact,1,Offline
Neo N6 Intact,9,Offline
Lith K1 Intact,4,Offline
Lith S5 Radiant,3,Buying
Neo N6 Radiant,3,Buying
Lith S5 Exceptional,-1,Unlisted
Axi E1 Exceptional,19,Online
Axi V5 Flawless,-1,Unlisted
Axi V3 Radiant,3,Buying
Meso G1 Flawless,-1,Unlisted
Magus Cloud,8,Online
Revenge,0,Offline
Striker,4,Offline
Corrupt Charge,12,Online
Equilibrium,8,Online
Carrier Prime Cerebrum,13,Online
Carrier Prime Systems,7,Online
Primed Pistol Gambit,64,Online
Prisma Dual Cleavers,39,Online
Final Harbinger,20,Online
Covert Lethality,5,Online
Vaykor Hek,29,Online
Burston Prime Set,7,Online
Loki Prime Set,243,Online
Nova Prime Set,104,Online
Nyx Prime Set,68,Online
Soma Prime Set,74,Online
Twitch,7,Online
Venomous Rise,44,Offline
Adrenaline Boost,3,Offline
Blind Shot,14,Online
Directed Convergence,3,Offline
Feathered Arrows,3,Offline
Hydraulic Barrel,8,Online
Kill Switch,1,Offline
Loaded Capacity,0,Offline
Loose Chamber,0,Offline
Armored Evade,24,Offline
Nano-Applicator,59,Online
Focused Defense,8,Online
Guided Ordnance,9,Online
Strun Wraith Blueprint,9,Online
Titanic Rumbler,12,Online
Saryn Prime Blueprint,19,Online
Saryn Prime Neuroptics,7,Online
Saryn Prime Chassis,59,Online
Spira Prime Blueprint,2,Online
Spira Prime Set,79,Online
Sheev Blade,11,Online
Sheev Heatsink,14,Online
Sheev Set,27,Online
Rumbled,34,Offline
Snipetron Vandal Blueprint,3,Online
Hunter's Bonesaw,8,Online
Velocitus Barrel,9,Online
Neo D1 Radiant,29,Offline
Neo N1 Exceptional,-1,Unlisted
Axi K1 Intact,4,Offline
Axi N1 Intact,5,Offline
Axi N2 Radiant,44,Offline
Toxin Resistance,2,Online
Nami Skyla Prime Set,69,Online
Anasa Ayatan Sculpture,9,Online
Vigilante Offense,18,Online
Medium Glappid,1,Online
Medium Yogwun,1,Online
Magus Replenish,6,Online
Hunter Synergy,4,Online
Meso H1 Exceptional,-1,Unlisted
Kogake Prime Boot,3,Online
Meso H1 Radiant,19,Offline
Axi V7 Radiant,18,Offline
Meso S6 Intact,1,Offline
Lith C2 Flawless,-1,Unlisted
Axi A3 Flawless,-1,Unlisted
Kogake Prime Set,29,Online
Akbolto Prime Set,29,Online
Lith C2 Exceptional,-1,Unlisted
Akbolto Prime Link,2,Online
Meso K1 Intact,4,Offline
Neo M1 Intact,3,Online
Kogake Prime Gauntlet,8,Online
Akbolto Prime Barrel,2,Online
Neo M1 Radiant,8,Offline
Slicing Feathers,2,Online
Meso S1 Radiant,3,Buying
Meso V4 Flawless,-1,Unlisted
Meso S1 Intact,14,Offline
Neo S4 Intact,101,Buying
Neo F1 Intact,11,Offline
Neo E1 Exceptional,-1,Unlisted
Neo E1 Radiant,14,Offline
Zephyr Prime Blueprint,9,Online
Neo Z1 Flawless,-1,Unlisted
Axi O2 Radiant,-1,Unlisted
Lith H2 Exceptional,-1,Unlisted
Lato Vandal Set,149,Online
Braton Vandal Receiver,6,Online
Lato Vandal Blueprint,39,Online
Braton Vandal Stock,72,Online
Lato Vandal Barrel,81,Online
Peculiar Bloom,17,Online
Braton Vandal Set,269,Online
Lato Vandal Receiver,2,Online
Braton Vandal Blueprint,148,Online
Grineer Settlement Artillery Scene,4,Online
Kuva Fortress Crevice Scene,2,Online
Grineer Sealab Centrifuge Scene,2,Online
Corpus Ship Freight Scene,1,Online
Lua Balcony Scene,2,Online
Reawaken,39,Online
Negate,54,Online
Peculiar Growth,13,Online
Neo L1 Intact,1,Offline
Destreza Prime Blade,9,Online
Meso D2 Flawless,-1,Unlisted
Lith B3 Flawless,-1,Unlisted
Lith L1 Flawless,-1,Unlisted
Lith B3 Radiant,13,Offline
Neo B5 Intact,3,Online
Meso D2 Exceptional,-1,Unlisted
Axi O3 Intact,4,Offline
Neo V7 Intact,1,Offline
Lith L1 Intact,1,Offline
Axi O3 Radiant,19,Offline
Axi O3 Exceptional,-1,Unlisted
Neo L1 Radiant,9,Offline
Lith L1 Exceptional,-1,Unlisted
Neo B5 Flawless,-1,Unlisted
Lith B3 Intact,1,Offline
Meso Z1 Intact,1,Offline
Neo B5 Exceptional,-1,Unlisted
Lith B3 Exceptional,-1,Unlisted
Limbo Prime Set,49,Online
Neo O1 Flawless,-1,Unlisted
Axi V8 Intact,29,Offline
Axi A4 Radiant,24,Offline
Partitioned Mallet,13,Online
Axi V8 Exceptional,-1,Unlisted
Neo O1 Intact,25,Buying
Primed Quickdraw,49,Online
Lith B4 Radiant,13,Offline
Lith B4 Intact,18,Online
Lith B4 Flawless,2,Buying
Chroma Prime Set,39,Online
Raksa Kubrow Imprint,12,Online
Rubico Prime Set,22,Online
Gram Prime Blueprint,4,Online
Meso S7 Exceptional,6,Offline
Lith B5 Exceptional,-1,Unlisted
Neo K2 Radiant,-1,Unlisted
Lith C3 Radiant,10,Offline
Meso D3 Exceptional,-1,Unlisted
Axi K4 Exceptional,-1,Unlisted
Meso B2 Radiant,24,Offline
Lith P1 Intact,0,Offline
Ambush,54,Online
Hunhow's Chamber Scene,49,Online
Lua Containment Scene,29,Offline
Silver Grove Shrine Scene,49,Online
Synth Reflex,4,Online
Synth Deconstruct,7,Online
Fetch,4,Online
Tek Assault,14,Online
Mecha Recharge,4,Online
Mecha Empowered,4,Online
Tek Enhance,18,Online
Tek Gravity,4,Online
Synth Fiber,8,Online
Mecha Pulse,3,Online
Tek Collateral,3,Online
Synth Charge,4,Online
Mecha Overdrive,4,Online
Basic Longwinder,2,Online
Star Divide,1,Offline
Magnificent Tromyzon,2,Online
Retarget,-1,Unlisted
Basic Scrubber,1,Online
Mafic Rain,1,Offline
Magnificent Eye-Eye,1,Online
Adorned Eye-Eye,1,Online
Basic Eye-Eye,1,Online
Crashing Timber,1,Offline
Tainted Hydra,1,Offline
Lashing Coil,1,Offline
Magnificent Scrubber,0,Offline
Crashing Havoc,1,Offline
Adorned Charamote,1,Online
Sacrificial Steel,199,Offline
Magnificent Sapcaddy,1,Offline
Sonic Boost,17,Online
Slay Board,14,Online
Pax Bolt,4,Online
Mesa Prime Neuroptics,11,Online
Akjagara Prime Set,39,Online
Redeemer Prime Handle,27,Online
Akjagara Prime Link,1,Online
Critical Focus,46,Online
Magus Melt,9,Online
Resolute Focus,4,Online
Neo M2 Flawless,-1,Unlisted
Meso Z2 Intact,2,Offline
Axi R2 Radiant,9,Offline
Neo M2 Radiant,5,Offline
Magus Firewall,12,Online
Lith K2 Flawless,99,Offline
Meso P1 Exceptional,-1,Unlisted
Meso P1 Intact,1,Offline
Ammo Chain,6,Online
Magus Destruct,149,Online
Cetus Scene,78,Online
Desiccation's Curse,19,Online
Ion Infusion,24,Online
Infectious Injection,23,Online
Cryo Coating,14,Online
Axi N6 Intact,4,Offline
Wolf Sledge Handle,1,Online
Axi N6 Radiant,29,Online
Meso S9 Intact,3,Offline
Axi N6 Flawless,-1,Unlisted
Meso S9 Radiant,29,Online
Wise Razor,9,Online
Bursting Mass,49,Online
Stradavar Prime Barrel,0,Online
Equinox Prime Set,44,Online
Equinox Prime Systems,18,Online
Tipedo Prime Set,24,Online
Stradavar Prime Stock,14,Online
Lith P2 Flawless,54,Offline
Arch-gun Riven Mod (Veiled),37,Online
Meso O3 Flawless,-1,Unlisted
Meso O3 Radiant,28,Online
Repair Kit,4,Online
Aero Periphery,1,Online
Anti-Grav Array,19,Online
Aero Agility,23,Online
Kavat's Grace,17,Online
Stasis Field,-1,Unlisted
Tractor Beam,9,Offline
Proton Snap,4,Online
Meso A2 Intact,1,Offline
Neo S12 Flawless,-1,Unlisted
Neo R2 Radiant,9,Offline
Axi G2 Flawless,6,Offline
Ventkids Clubhouse Scene,39,Offline
Axi M1 Radiant,19,Offline
Gas City Lower Foyer Scene,8,Online
Gas City Corridors Scene,4,Online
Meso K2 Intact,1,Offline
Gas City Regulators Scene,2,Offline
Neo S12 Intact,2,Online
Meso K2 Flawless,-1,Unlisted
Lith W1 Radiant,4,Offline
Axi P1 Flawless,-1,Unlisted
Meso N7 Exceptional,-1,Unlisted
Gas City Central Drop Scene,4,Online
Neo Z3 Exceptional,-1,Unlisted
Axi P1 Intact,3,Offline
Axi D1 Exceptional,-1,Unlisted
Gas City Walkway Scene,4,Online
Axi D1 Intact,4,Online
Lith W1 Intact,1,Offline
Lith W1 Flawless,-1,Unlisted
Gas City Dead Exit Scene,4,Online
